Course Description,Num Students,Avp GPA,Session Description, Descriptor of what it means
WATER LAW,10,3.64,100,Regular Academic Session
NATIVE AMERICAN LAW,7,3.814,100,Regular Academic Session
HUMAN RIGHTS,14,3.636,87.5,Regular Academic Session
INTRO BIOTECHNOLOGCL INNOVATNS,10,3.77,100,Regular Academic Session
CONST DSGN-MULTIETHNIC CNTRIES,17,3.735,100,Regular Academic Session
SEMINAR IN ENVIRONMENTAL LAW,14,3.893,100,Regular Academic Session
LANGUAGE AND POLITICS,17,3.694,21.1,Regular Academic Session
ADVANCED FIELD METHODS,8,4.0,50,Regular Academic Session
INTRO TO AFRICAN LINGUISTICS,8,3.463,62.5,Regular Academic Session
LINGUISTIC STRUCTURES,14,3.621,57.1,Regular Academic Session
INTRO RESEARCH METHODS,8,4.0,66.7,Regular Academic Session
PHONOLOGICAL ANALYSIS,14,3.857,71.4,Regular Academic Session
ALTERNATIVE SYNTACTIC THEORIES,6,3.95,71.4,Regular Academic Session
LANGUAGE TYPOLOGY,13,4.0,100,Regular Academic Session
SEMINAR IN COMPUTATIONAL LING,6,4.0,87.5,Regular Academic Session
TECH LEADERSHIP&INNOVATION II,382,3.6942120418848168,0,Regular Academic Session
FRAMED: LABOR AND THE MEDIA,8,3.875,33.3,Non Standard Session
PROTECT WRKERS RIGHTS IN GSCS,50,3.346,6.7,Non Standard Session
STRIKE LABOR REVOLT IN AMERICA,7,3.814,0,Non Standard Session
CONTEMP LATIN AM & CARIBBEAN,33,3.0210303030303027,0,Regular Academic Session
SEMINAR: CONTEMP LATIN AMER,7,3.814,42.9,Regular Academic Session
LINEAR ALGEBRA FOR DATA SCI,68,3.584117647058824,0,Regular Academic Session
INTRO TO COLLEGE MATH II,21,1.866857142857143,0,Regular Academic Session
BASIC ALGEBRA FOR FINITE MATH,12,0.0,0,Eight Week - First
INTUITIVE TOPOLOGY,10,3.23,10,Regular Academic Session
INTRO TO DIFF EQ II,21,3.329,47.6,Regular Academic Session
ELEMENTARY COMPUTATIONAL MTHD,13,2.977,7.7,Regular Academic Session
HISTORY OF MATHEMATICS,19,3.716,30,Regular Academic Session
INTRO MATHEMATICAL REASONING,17,3.535,22.2,Regular Academic Session
LINEAR TRANSFORMATIONS,12,3.45,50,Regular Academic Session
ELEM COMPLEX VARIABLES WITH AP,38,2.7028421052631577,36.4,Regular Academic Session
PARTIAL DIFF EQUAT W/ APPL II,10,3.74,30,Regular Academic Session
THE MATHEMATICS OF FINANCE,9,3.444,16.7,Regular Academic Session
INTRO TO PROBABILITY THEORY 2,12,3.058,53.8,Regular Academic Session
NUMERICAL ANALYSIS 2,10,3.57,50,Regular Academic Session
COMMUTATIVE ALGEBRA,11,3.491,91.7,Regular Academic Session
LIE ALGEBRAS & LIE GROUPS,25,3.5756400000000004,100,Regular Academic Session
REAL VARIABLES 2,7,3.629,100,Regular Academic Session
TOPOLOGY II,7,3.914,85.7,Regular Academic Session
INTRO TO DIFFERENTIAL TOPOLOGY,13,4.0,100,Regular Academic Session
PARTIAL DIFFERENTIAL EQUATNS 1,9,3.367,100,Regular Academic Session
THEORY OF PROBABILITY 2,9,3.156,100,Regular Academic Session
GEOMETRIC TOPOLOGY II,9,4.0,100,Regular Academic Session
ALGEBRAIC VARIETIES 2,9,3.889,100,Regular Academic Session
CONTINUUM MECHANICS 2,8,4.0,87.5,Regular Academic Session
HONORS COURSE IN CALCULUS III,10,3.67,10,Regular Academic Session
HONORS COURSE IN ANALYSIS II,7,3.957,25,Regular Academic Session
HONORS ELEM COMPLEX VARIABLES,6,2.383,33.3,Regular Academic Session
ELEMENTARY ARABIC II,27,3.3484074074074077,0,Regular Academic Session
INTERMEDIATE ARABIC II,7,3.871,0,Regular Academic Session
ADVANCED ARABIC IV,8,3.838,37.5,Regular Academic Session
ADVANCED MEDIA ARABIC,6,4.0,0,Regular Academic Session
RELIGIONS OF ANCIENT EGYPT,72,3.176,0,Regular Academic Session
TOPICS IN MID EAST CULTURE&SOC,22,3.855,0,Eight Week - First
INTRO TO ARABIC LINGUISTICS,7,4.0,71.4,Regular Academic Session
INTRO TO ARABIC PEDAGOGY,8,4.0,100,Regular Academic Session
FOUNDATIONS IN LEADERSHIP,32,3.9278125,0,Regular Academic Session
LEADERSHIP IN CHANGING ENVIRON,25,3.97608,0,Regular Academic Session
LEADERSHIP UNDER FIRE,22,3.686363636363636,0,Regular Academic Session
LEADERSHIP IN A COMPLEX WORLD,14,4.0,0,Regular Academic Session
"ADV GENE REG: TRANS, EPIGEN/HD",27,4.0,51.9,Regular Academic Session
ADVERTISING ISSUES & RESEARCH,27,3.47,85.2,Regular Academic Session
ADVERTISING PORTFOLIO WKSHP 2,11,3.545,91.7,Regular Academic Session
NSAC COMPETITION TEAM,14,3.929,92.9,Regular Academic Session
MULTIMEDIA SPORTS CONTENT,18,3.822,94.4,Eight Week - Second
ADVANCED SPORTS WRITING,18,3.506,100,Regular Academic Session
HOT TOPICS IN MEDIA,102,3.0008431372549023,24.2,Regular Academic Session
BEHIND THE PRIZE,30,3.537,78.1,Regular Academic Session
MEDIA REPORTING IN GLOBAL WRLD,47,3.4106382978723406,54.2,Regular Academic Session
INTRO TO DESIGN & PRODUCTION,313,3.3748562300319485,61.1,Regular Academic Session
MEDIA AUDIENCE MEASUREMENT,18,3.272,83.3,Regular Academic Session
COMEDIC NEWS,47,2.9382978723404256,52,Winter Session
SOCIAL MEDIA CULTURES,42,3.045095238095238,94.1,Regular Academic Session
"TOPICS IN MEDIA, CULTURE & SOC",39,3.305307692307692,0,Regular Academic Session
WRITING MEDIA CRITICISM,19,3.821,35,Eight Week - First
HISTORY OF MEDIA AND CULTURE,18,3.522,72.2,Regular Academic Session
AMERICAN INDEPENDENT CINEMA,10,3.9,40,Regular Academic Session
SOUND AND CINEMA,6,3.783,66.7,Regular Academic Session
NATIONAL & TRANSNATNL CINEMAS,45,3.3621555555555553,70,Regular Academic Session
"MEDIA, CULTURE AND POLITICS",25,3.332,80,Regular Academic Session
GAME EXPERIENCE DESIGN,29,2.324,73.3,Regular Academic Session
NARRATIVE DESIGN,17,3.071,77.8,Regular Academic Session
BOARD GAME DESIGN,23,3.87,45.8,Regular Academic Session
SOUND FOR GAMES & PLAY MEDIA I,9,3.367,70,Regular Academic Session
CONCEPT ART FOR DIGITAL MEDIA,22,2.627,73.9,Regular Academic Session
GAME WORKSHOP I: PROTOTYPE,25,3.244,88.5,Regular Academic Session
GAME WORKSHOP III: PUBLISH,15,3.693,93.3,Regular Academic Session
EPS HONORS CAPSTONE SEMINAR,14,3.857,100,Regular Academic Session
TV NEWS REPORTING & PRODUCING,17,4.0,100,Regular Academic Session
STORY MECHANICS,16,3.381,88.2,Regular Academic Session
GLOBAL JOUR: ISSUES & RESEARCH,14,3.457,75,Regular Academic Session
TOPICS COLLOQUIUM,27,3.692814814814815,100,Regular Academic Session
INFOGRAPHICS,10,3.17,91.7,Regular Academic Session
INTERNET ECOSYSTEMS,16,3.9,88.2,Regular Academic Session
MEDIA INDUSTRIES & CULTRL PROD,30,3.9435000000000002,80,Regular Academic Session
MEDIA PEDAGOGY,10,4.0,70,Regular Academic Session
MASTER'S CAPSTONE,8,4.0,100,Regular Academic Session
SCRIPTWRITING,157,3.5966687898089167,77.8,Regular Academic Session
PROGRAM ANALYSIS AND CRITICISM,40,3.6422499999999998,72.2,Regular Academic Session
ADVANCED DOCUMENTARY WORKSHOP,10,3.93,70,Regular Academic Session
EXP WITH THE FILM CAMERA,6,3.15,100,Regular Academic Session
DIRECTING THE CINEMATIC STORY,9,3.822,100,Regular Academic Session
DIRECTING ACTORS FOR CINEMA,7,4.0,100,Regular Academic Session
BFA CINEMA THESIS: POSTPRODUCT,7,4.0,100,Regular Academic Session
SHORT FILM,22,3.440909090909091,100,Regular Academic Session
LA PRODUCTION,30,3.8735,80,Regular Academic Session
"FASHION, BEAUTY & LIFESTYLE PR",27,3.148,77.8,Regular Academic Session
SOCIAL MEDIA COMM STRATEGIES,71,3.7675492957746477,83.3,Regular Academic Session
MEDIA PROCESSES AND EFFECTS,36,2.6693055555555554,82.6,Regular Academic Session
COMMUNICATING CLIMATE CHANGE,35,3.4458285714285712,0,Regular Academic Session
RES MTHD IN AUDIENCE ANALYSIS,7,3.671,100,Regular Academic Session
FIELD EXPERIENCE IN MEDIA,18,3.317,55.6,Regular Academic Session
INTRO TO PATHOPHYSIOLOGY,49,3.896,0,Regular Academic Session
PARASITOLOGY,19,3.658,0,Regular Academic Session
MEDICINE & WELL-BEING,12,3.725,0,Regular Academic Session
MOLECULAR BIOLOGY OF CANCER,19,3.2841052631578944,0,Regular Academic Session
SPECIAL TPCS IN BIOMEDICAL SCI,12,4.0,0,Regular Academic Session
SCIENTIFIC COMMUNICATION,10,3.84,0,Eight Week - Second
AUDIO TECHNIQUES I,21,4.0,100,Regular Academic Session
ELECTRONICS II,21,3.41,100,Regular Academic Session
AUDIO TECHNIQUES III,18,3.406,100,Regular Academic Session
ELECTRONICS IV,18,3.7,100,Regular Academic Session
MULTITRACK STUDIO TECH I,18,4.0,100,Regular Academic Session
DIGITAL AUDIO WORKSTATION SEM,11,2.345,100,Regular Academic Session
CLASSICAL MUS REC & PRODUCTION,8,2.763,100,Regular Academic Session
INDIV MUSIC PRODUCTION PROJECT,9,3.967,66.7,Regular Academic Session
 FINAL PROJECT IN AUDIO ENGR,16,3.625,93.8,Regular Academic Session
IND MULTITRACK STUDIO PROJ II,12,3.392,100,Regular Academic Session
INTERNSHIP IN AUDIO,6,4.0,100,Regular Academic Session
EUPHONIUM UNDERGRAD MAJOR,15,4.0,100,Regular Academic Session
TUBA GRAD MAJOR,12,4.0,100,Regular Academic Session
SACRED MUSIC COLLOQUIUM,14,3.979,100,Regular Academic Session
SERVICE PLAYING REVIEW,7,3.9,100,Regular Academic Session
INTRO TO MUSIC FUNDAMENTALS,168,3.7149702380952383,0,Regular Academic Session
PEDAGOGY OF JAZZ,9,3.378,100,Regular Academic Session
MTHDS & MTRLS TEACH INSTR JAZZ,14,3.479,100,Regular Academic Session
VIOLIN / VIOLA PEDAGOGY II,12,4.0,100,Regular Academic Session
DOUBLE BASS PEDAGOGY,7,3.0,100,Regular Academic Session
SOCIOLOGY OF MUSIC,10,3.47,100,Regular Academic Session
MEAS EVAL & GUIDANCE IN MUSIC,6,3.833,100,Regular Academic Session
ADV QUANT RESEARCH MUSIC EDUC,10,3.78,100,Regular Academic Session
COLLEGE MUSIC TEACHING,11,4.0,100,Regular Academic Session
PHIL RSRCH IN MUSIC EDUCATION,6,4.0,100,Regular Academic Session
CHORAL LIT FOR MUSIC EDUCATORS,18,3.928,100,Regular Academic Session
FOUNDATION/APP MINDFULNESS MUS,21,3.886,100,Regular Academic Session
CHORAL CONDUCTING I,9,4.0,100,Regular Academic Session
INSTRUMENTAL CONDUCTING,27,3.977777777777778,100,Regular Academic Session
WIND BAND LITERATURE,6,3.333,100,Regular Academic Session
JAZZ SENIOR RECITAL,6,3.783,100,Regular Academic Session
PERFORMER DIPLOMA RECITAL,8,4.0,100,Regular Academic Session
CHOREOGRAPHY WORKSHOP,30,3.78,100,Regular Academic Session
FREE COUNTERPOINT 2,10,3.64,100,Regular Academic Session
ELECTRONIC STUDIO RESOURCES II,8,3.875,100,Regular Academic Session
ADVANCED ORCHESTRATION 2,8,3.838,100,Regular Academic Session
PROJECTS IN SCORING VIS MEDIA,7,4.0,100,Regular Academic Session
EPISODIC TV SCORING PRACTICUM,12,3.5,100,Eight Week - Second
THESIS IN SCORING VIS MEDIA,10,3.9,100,Regular Academic Session
INTERMEDIATE GUITAR CLASS,18,3.5944444444444446,10,Regular Academic Session
LATIN GUITAR,15,4.0,100,Regular Academic Session
HIST OF JAZZ 2: 1959-PRESENT,11,1.827,100,Regular Academic Session
CONTEMPORARY JAZZ & SOUL MUSIC,11,2.409,91.7,Regular Academic Session
HISTORY & LIT OF MUSIC II,130,3.512,100,Regular Academic Session
SONG LITERATURE II,15,3.853,100,Regular Academic Session
MEDIEVAL PERF PRACTICE,7,4.0,100,Thirteen Week
KEYBOARD LIT FROM 1700 TO 1850,32,3.991,100,Regular Academic Session
BRASS LITERATURE 1,9,4.0,100,Regular Academic Session
SEMINAR IN PIANO LITERATURE IV,11,4.0,100,Regular Academic Session
RENAISSANCE MUSIC,19,3.679,94.7,Regular Academic Session
CLASSIC MUSIC,19,3.758,100,Regular Academic Session
MODERN MUSIC,20,3.755,100,Regular Academic Session
SOLO VOCAL LIT BEFORE 1850,8,4.0,100,Regular Academic Session
JAZZ HARMONY,12,3.3,100,Regular Academic Session
FUNDAMENTALS JAZZ COMPOSITION,16,3.838,100,Regular Academic Session
JAZZ ARRANGING 2,9,3.078,100,Regular Academic Session
JAZZ IMPROVISATION 1,19,3.1265263157894734,100,Regular Academic Session
DRAMATIC COACHING,16,4.0,100,Regular Academic Session
VIOLIN ELECT/SECONDARY,13,4.0,100,Regular Academic Session
MUSIC THEORY & LITERATURE II,148,2.9105000000000003,97.7,Regular Academic Session
MUSIC THEORY & LITERATURE IV,103,3.582,100,Regular Academic Session
MUSIC THEORY & LIT IV HONORS,19,3.7155789473684213,100,Regular Academic Session
SIGHT SING REVIEW GRAD STDS,50,3.712,100,Eight Week - First
AURAL THRY REV FOR GRAD STUDTS,39,3.497,100,Eight Week - Second
READINGS IN MUSIC THEORY,9,3.933,88.9,Regular Academic Session
SCHENKERIAN ANALYSIS,17,3.947,94.1,Regular Academic Session
HIST OF WESTERN MUS THEORY II,10,4.0,100,Regular Academic Session
ATHLETIC PEP BANDS,153,3.993,9.7,Regular Academic Session
BAROQUE TRUMPET ELECT/SEC,15,3.933333333333333,100,Regular Academic Session
HARPSICHORD ELECTIVE/SECONDARY,6,3.95,100,Regular Academic Session
BAROQUE VIOLIN GRAD MINOR,7,4.0,100,Regular Academic Session
FORTEPIANO GRADUATE MINOR,12,4.0,100,Regular Academic Session
SPEC TOPICS IN MUSIC/NON-MAJOR,11,3.7,7.7,Regular Academic Session
ESSENTIALS OF SONGWRITING,8,3.75,18.2,Regular Academic Session
HISTORY OF THE BLUES,51,3.294,1.6,Regular Academic Session
HISTORY OF ROCK MUSIC II,251,3.353,0,Regular Academic Session
MUSIC/CULTURE IN JAMES BOND,28,3.486,0,Regular Academic Session
MUSIC OF RUSSIA,49,3.4385918367346937,2.9,Regular Academic Session
PRODUCING ELECTRONIC DANCE MUS,23,3.004,0,Regular Academic Session
MUSIC THEORY III,12,3.75,0,Regular Academic Session
COMPUTER MUSIC: DESIGN/PERFORM,6,3.5,0,Regular Academic Session
THE MUSIC OF BOB DYLAN,23,3.696,8,Regular Academic Session
THE MUSIC OF THE BEACH BOYS,48,3.331,2,Regular Academic Session
LEONARD BERNSTEIN: LIFE/MUSIC,24,3.413,8.3,Regular Academic Session
NEURAL SCIENCE II,14,3.386,33.3,Regular Academic Session
FUNDAMENTALS OF NURSING,117,3.838418803418804,100,Regular Academic Session
PATHOPHYSIOLOGY AND PATHOPHARM,117,3.7999145299145303,100,Regular Academic Session
NURSING ASSESSMENT,6,3.55,100,Non Standard Session
ADAPTIVE PROCESSES,79,3.6912151898734176,100,Regular Academic Session
HEALTH CARE DELIVERY SYSTEMS,117,3.972606837606837,100,Regular Academic Session
NURSING RESEARCH AND EBP,87,3.9919999999999995,100,Non Standard Session
GEOMETRIC & VISUAL OPTICS 2,83,3.637,100,Regular Academic Session
SYSTEMS APPR BIOMEDICAL SCI II,80,3.588,100,Regular Academic Session
CLIN SCI II:MOTILITY & REFRCTN,81,3.557,100,Regular Academic Session
VISION SCIENCE 1,83,3.308,98.8,Regular Academic Session
OPTICS IV OPHTHLMC/CLCL OPTICS,79,3.446,100,Regular Academic Session
CONTACT LENSES,80,3.2,100,Regular Academic Session
CLINICAL SCIENCES IV,80,3.26,100,Regular Academic Session
VISION SCI III BINOCULAR VIS,79,3.687,100,Regular Academic Session
OD5 ADV CLIN PROCEDURES,77,3.818,100,Eight Week - Second
OCULAR DISEASE 3 NEURO-OPT,79,3.304,100,Eight Week - First
APPLIED OCULAR THERAPEUTICS,79,3.297,100,Regular Academic Session
LOW VISION REHABILITATION,79,3.267,100,Regular Academic Session
OPTOMETRIC PROFESSION,77,4.0,100,Regular Academic Session
CLINICAL ASSESSMENT II,77,4.0,100,Regular Academic Session
BUSINESS ASPECTS OF OPTOMETRY,77,4.0,100,Regular Academic Session
"GENDER, SEXUALITY AND RACE",70,3.281,1.3,Regular Academic Session
INTRO TO PHILOSOPHY & ART,39,3.154,5.1,Regular Academic Session
INTERMEDIATE SYMBOLIC LOGIC,8,3.838,20,Regular Academic Session
PHIL METHODS AND WRITING,17,3.512,45.8,Regular Academic Session
AMERICAN PRAGMATISM,25,3.176,42.3,Regular Academic Session
PHILOSOPHY OF RELIGION,26,2.535,24.2,Regular Academic Session
EARLY CHINESE PHILOSOPHY,20,4.0,57.1,Regular Academic Session
BIOMEDICAL ETHICS,85,3.441,5.7,Regular Academic Session
THEORY OF KNOWLEDGE,12,3.9,69.2,Regular Academic Session
SEM TOPICS IN HIST OF PHIL,8,3.8,71.4,Regular Academic Session
BASIC HUMAN PHYSIOLOGY,933,3.0449903536977487,0,Regular Academic Session
HONORS PHYSICS II,25,3.824,8,Regular Academic Session
ENERGY AND TECHNOLOGY,549,3.177,0.2,Eight Week - Second
TECHNIQUES THEORETICAL PHYSICS,10,3.1,46.2,Regular Academic Session
THEORY OF ELECT & MAGNET 2,22,3.123,60.9,Regular Academic Session
THERMODYNAMC &STATISTICAL MECH,14,3.564,60,Regular Academic Session
ANALYTICAL MECHANICS 2,9,3.589,77.8,Regular Academic Session
INTROD TO QUANTUM MECHANICS,18,3.422,60,Regular Academic Session
MODERN OPTICS,12,3.583,53.8,Regular Academic Session
ELECTRICITY & MAGNETISM II,11,3.755,100,Regular Academic Session
CURRENT RESEARCH IN PHYSICS,14,3.857,92.9,Regular Academic Session
QUANTUM MECHANICS II,14,3.6,78.6,Regular Academic Session
STATISTICAL PHYSICS,13,3.246,78.6,Regular Academic Session
CAPITALISM AND DEMOCRACY,50,3.338,26,Regular Academic Session
"RELIGN, POLITICS&PUBLIC POLICY",29,3.776,46.9,Regular Academic Session
PUBLIC BUREAUCRACY IN MOD SOC,20,4.0,60,Regular Academic Session
CONSTITUTNL RIGHTS & LIBERTIES,85,3.408,53.9,Regular Academic Session
JUDICIAL POLITICS,45,3.04,60,Regular Academic Session
RUSSIAN POLITICS,38,3.142,57.1,Regular Academic Session
LATIN AMERICAN POLITICS,24,2.604,80,Regular Academic Session
AUTHORITARIAN REGIMES,44,3.402,42.6,Regular Academic Session
COMPARATIVE REVOLUTIONS,38,3.218,56.4,Regular Academic Session
POLITICS OF THE EUROPEAN UNION,27,3.093,50,Regular Academic Session
RUSSIAN & SOVIET FOREIGN POL,14,2.557,46.7,Regular Academic Session
WAR & INTERNATIONAL CONFLICT,48,3.223,19.2,Eight Week - Second
ETHICS AND PUBLIC POLICY,88,3.269,58,Regular Academic Session
MODERN POLITICAL THOUGHT,59,2.612,60.9,Regular Academic Session
DEV AMERICAN POLITICAL THOUGHT,55,3.0,50,Regular Academic Session
POLITICS OF THE UN,8,3.05,50,Regular Academic Session
POLS & PROFESSIONAL DEV,12,4.0,100,Regular Academic Session
POLITICAL DATA ANALYSIS II,18,4.0,61.9,Regular Academic Session
AMERICAN POLITICS,15,3.8935999999999997,71.4,Regular Academic Session
INTERNATIONAL RELATIONS,8,3.838,75,Regular Academic Session
PSYCHOPHARMACOLOGY & COUNSELNG,6,4.0,0,Regular Academic Session
SENSATION AND PERCEPTION,88,2.1988636363636362,53.3,Regular Academic Session
PERCEPTION/ACTION,14,2.271,52.4,Regular Academic Session
PSYCHOLOGICAL TESTS&INDIV DIFF,61,3.546,88.9,Regular Academic Session
HUMAN FACTORS/ERGONOMICS,24,3.529,80,Regular Academic Session
"PSYCHOBIOLOGY, SELF, & SOCIETY",29,3.303,83.3,Regular Academic Session
COMPUTER & STAT MODELS IN PSY,20,2.79,85.7,Regular Academic Session
LAB IN NEUROIMAGING METHODS,23,3.97,95.7,Regular Academic Session
PSYCH IN BUSINESS ENVIRONMENT,30,3.47,96.7,Regular Academic Session
HIST & SYSTEMS OF PSYCHOLOGY,41,2.412048780487805,95,Regular Academic Session
THE PSYCHOLOGY OF WOMEN,26,3.285,96.4,Regular Academic Session
DISEASES OF THE NERVOUS SYSTEM,18,3.95,89.5,Regular Academic Session
SCIENCE OF MORAL JUDGMENT,34,3.418,94.1,Regular Academic Session
HONORS THESIS RESEARCH,10,3.97,100,Regular Academic Session
GRANT WRITING THE NRSA,6,4.0,83.3,Eight Week - First
ASURE PBS RESEARCH,46,3.841152173913043,50,Regular Academic Session
SUPERVISED RESEARCH II,6,4.0,100,Regular Academic Session
SCIENCE BRAIN DEV & FUNCTION,10,3.5,90,Regular Academic Session
CURRENT ISSUES IN EAST EUROPE,8,3.175,0,Eight Week - Second
MAGIC IN THE RUSSIAN EMPIRE,7,3.386,0,Regular Academic Session
INTR OLD TESTAMNT/HEBREW BIBLE,143,3.41,0.7,Regular Academic Session
KNOWNG WILL OF GOD ISLAM I:LAW,9,3.522,11.1,Regular Academic Session
STDS IN SOUTH EAST & ASIAN REL,15,2.827,15,Regular Academic Session
RELIGIONS IN JAPAN,16,3.369,9.5,Regular Academic Session
BUDDHISM AND POPULAR CULTURE,12,2.633,15.4,Regular Academic Session
ISSUES IN REL IN AMERICAS,15,3.493,13.3,Eight Week - Second
ISSUES IN RELIGION IN AMERICAS,28,3.918,6.9,Regular Academic Session
INTRODUCTION TO RELIGION,77,3.041467532467532,3.3,Eight Week - Second
"JEWS, CHRISTIANS, MUSLIMS",138,3.173,0,Regular Academic Session
RELIGIONS OF ASIA,25,2.272,0,Eight Week - Second
RELIGION AND SPORTS,74,3.357,0,Regular Academic Session
COLONIALISM & CAPITALISM,28,4.0,0,Regular Academic Session
ELEMENTARY BURMESE II,7,3.771,0,Regular Academic Session
INTRODUCTION TO SOUTHEAST ASIA,22,3.259,0,Regular Academic Session
ELEMENTARY THAI II,6,3.667,0,Regular Academic Session
TOPICS IN DIPLOMATIC PRACTICE,8,3.963,11.1,Three Week
"CYBERSECURITY, POLICY & GOVERN",35,3.746,75,Regular Academic Session
DLIS INTENSIVE LANGUAGE STUDY,7,3.9,100,Non Standard Session
ELEMENTARY POLISH II,7,4.0,14.3,Regular Academic Session
INTRODUCTION TO POLISH CULTURE,45,3.136,0,Regular Academic Session
BOLD AND RESTLESS: POLISH FILM,8,3.25,0,Regular Academic Session
ELEMENTARY RUSSIAN II,39,3.438564102564102,0,Regular Academic Session
INTERMEDIATE RUSSIAN II,28,3.8325,7.1,Regular Academic Session
CONTEMPORARY RUSSIAN CULTURE,27,3.533,6.9,Regular Academic Session
RUS LT:TOLSTOY TO SOLZHENITSYN,26,3.381,14.8,Regular Academic Session
ADV INTERMEDIATE RUSSIAN II,7,3.629,28.6,Regular Academic Session
NABOKOV,7,3.614,0,Regular Academic Session
CENTRAL EUROPEAN CINEMA,31,3.361,3.2,Eight Week - Second
ADVANCED RUSSIAN II,8,3.388,12.5,Regular Academic Session
FIFTH-YEAR RUSSIAN,27,3.5738888888888884,20,Regular Academic Session
ELEM BOSN/CROAT/SERB II,8,3.875,0,Regular Academic Session
GRAD RDGS IN SLAVIC STUDIES,6,4.0,50,Regular Academic Session
TOPICS SLAVIC LITS & CULTURES,62,3.0788064516129032,0,Regular Academic Session
C&E EUR IMMIG & ETHN ID IN US,20,3.87,0,Regular Academic Session
INTRO TO UKRAINIAN CULTURE,60,3.698,0,Regular Academic Session
STRUCTURE OF ASL,25,3.772,36,Regular Academic Session
TOPICS IN SLHS,14,3.643,0,Regular Academic Session
HONORS SEMINAR IN SLHS,6,3.95,83.3,Regular Academic Session
SR HONORS II: RDG AND RSRCH,8,3.925,12.5,Regular Academic Session
LANG INTERVENTION:BIRTH-SCHOOL,17,3.894,100,Regular Academic Session
APHASIA,35,3.871,100,Regular Academic Session
CHILD DUAL LANG LEARNERS,14,3.979,100,Regular Academic Session
STUTTERING,35,3.526,100,Regular Academic Session
CRANIOFACIAL ANOMALIES,6,3.733,100,Regular Academic Session
DIAGNOSTIC PROCESS & AAC,36,3.411,100,Regular Academic Session
LABORATORY IN AMPLIFICATION,6,3.733,0,Regular Academic Session
CENTRL AUDITORY NERVOUS SYSTEM,9,3.589,22.2,Regular Academic Session
AMPLIFICATION,6,3.683,0,Regular Academic Session
CLINICAL PRACT IN AUDIOLOGY 2,16,3.81875,11.1,Regular Academic Session
AUDITORY EVOKED POTENTIALS,14,3.521,7.1,Regular Academic Session
SEMINAR IN SLHS,7,4.0,100,Regular Academic Session
ADV CLIN CONCEPTS AMPLIFICATN,8,4.0,12.5,Regular Academic Session
INTRO TO PSYCHOACOUSTICS,9,3.522,33.3,Regular Academic Session
AMPLIFICATION & REHABILITATION,7,4.0,14.3,Regular Academic Session
ADV TOPICS AURAL REHAB,13,4.0,0,Regular Academic Session
LANG AND (IN)TOLERANCE,26,3.769,0,Regular Academic Session
SLA & LANGUAGE INSTRUCTION,14,3.314,0,Regular Academic Session
SECOND LANGUAGE SYNTAX,11,3.873,81.8,Regular Academic Session
SECOND LANGUAGE PHONOLOGY,19,3.647,47.4,Regular Academic Session
SECOND LANGUAGE ACQUISITION,13,3.2150000000000003,42.9,Regular Academic Session
METH TCHNG ESL/EFL TO ADULTS,6,4.0,50,Regular Academic Session
CROSS-DISCIPLINARY WORKSHOPS,75,3.6280533333333334,72.4,Regular Academic Session
STUDIO ART BA CAPSTONE,11,3.845,100,Regular Academic Session
DIGITAL 3D MODELING-COMPR DESN,35,3.1969714285714286,73.7,Regular Academic Session
TOPIC ISSUES:COMPREHNSV DESIGN,48,3.4769166666666664,85,Regular Academic Session
SPEC PRBLMS:COMPREHENSV DESIGN,26,3.619076923076923,100,Regular Academic Session
INTNSV SEM COMPREHENSV DESIGN,22,4.0,100,Eight Week - First
MTLS & COMPONENTS OF INT DES,65,3.317046153846154,93.8,Regular Academic Session
INTERIOR DESIGN STUDIO III,65,3.7136923076923076,97.4,Regular Academic Session
SPEC TOPICS IN INTERIOR DESIGN,15,3.047,89.5,Regular Academic Session
DESIGN HISTORY II,127,3.8212047244094487,88.4,Regular Academic Session
BUILDING DETAILING AND SYSTEMS,57,3.393,91.2,Regular Academic Session
LIGHTING INTERIOR SPACES,46,3.300260869565218,100,Regular Academic Session
INTERIOR DESIGN TECH STUDIO,49,3.6446938775510205,100,Regular Academic Session
INTERIOR DESGN CAPSTONE STUDIO,24,3.463,100,Regular Academic Session
FASHION STUDIO II,37,3.1054594594594596,89.5,Regular Academic Session
EXPER FASHN STUDIO:DIGITL APPL,36,3.372,94.4,Regular Academic Session
FASHION AND SOCIAL ISSUES,18,3.128,42.1,Regular Academic Session
EXPER FASHION STUDIO: DRAPING,18,2.894,100,Regular Academic Session
FASHION ST: BEHAVIORAL ANLYSIS,39,3.530871794871795,63.2,Regular Academic Session
FASHN DSGN III:PRESENTATN&ANLS,21,3.7,95.2,Regular Academic Session
ADV SPEC TOPICS:FASHION DESIGN,6,3.4,50,Regular Academic Session
DIGITAL MERCHANDISING,35,3.4746000000000006,94.1,Regular Academic Session
INTL FASHION CONSUMERS&RETLRS,20,3.325,80,Regular Academic Session
ADVANCED PRODUCT DEVELOPMENT,11,3.973,100,Regular Academic Session
PROFILING THE APPAREL CUSTOMER,18,3.394,55.6,Regular Academic Session
BASIC PRINTMAKING MEDIA,69,3.7217681159420293,41.7,Regular Academic Session
FUNDAMENTALS OF PHOTOGRAPHY,163,3.4061840490797546,29.4,Regular Academic Session
PRINTMAKING II LITHOGRAPHY,11,3.818,90.9,Regular Academic Session
